date,revision,weighted_etr,matched_imports_b,total_imports_b
2026-02-09,2026_rev_3,13.28178998434503,2959.787849956,3123.773412637
2026-02-10,2026_rev_3,13.28178998434503,2959.787849956,3123.773412637
2026-02-11,2026_rev_3,13.28178998434503,2959.787849956,3123.773412637
2026-02-12,2026_rev_3,13.28178998434503,2959.787849956,3123.773412637
2026-02-13,2026_rev_3,13.28178998434503,2959.787849956,3123.773412637
2026-02-14,2026_rev_3,13.28178998434503,2959.787849956,3123.773412637
2026-02-15,2026_rev_3,13.28178998434503,2959.787849956,3123.773412637
2026-02-16,2026_rev_3,13.28178998434503,2959.787849956,3123.773412637
2026-02-17,2026_rev_3,13.28178998434503,2959.787849956,3123.773412637
2026-02-18,2026_rev_3,13.28178998434503,2959.787849956,3123.773412637
2026-02-19,2026_rev_3,13.28178998434503,2959.787849956,3123.773412637
2026-02-20,bnd_2026-02-20,6.989689092501266,2959.787849956,3123.773412637
2026-02-21,bnd_2026-02-20,6.989689092501266,2959.787849956,3123.773412637
2026-02-22,bnd_2026-02-20,6.989689092501266,2959.787849956,3123.773412637
2026-02-23,bnd_2026-02-20,6.989689092501266,2959.787849956,3123.773412637
2026-02-24,2026_rev_4,9.844437032589665,2959.787849956,3123.773412637
2026-02-25,2026_rev_4,9.844437032589665,2959.787849956,3123.773412637
2026-02-26,2026_rev_4,9.844437032589665,2959.787849956,3123.773412637
2026-02-27,2026_rev_4,9.844437032589665,2959.787849956,3123.773412637
2026-02-28,2026_rev_4,9.844437032589665,2959.787849956,3123.773412637
2026-03-01,2026_rev_4,9.844437032589665,2959.787849956,3123.773412637
2026-03-02,2026_rev_4,9.844437032589665,2959.787849956,3123.773412637
2026-03-03,2026_rev_4,9.844437032589665,2959.787849956,3123.773412637
2026-03-04,2026_rev_4,9.844437032589665,2959.787849956,3123.773412637
2026-03-05,2026_rev_4,9.844437032589665,2959.787849956,3123.773412637
2026-03-06,2026_rev_4,9.844437032589665,2959.787849956,3123.773412637
2026-03-07,2026_rev_4,9.844437032589665,2959.787849956,3123.773412637
2026-03-08,2026_rev_4,9.844437032589665,2959.787849956,3123.773412637
2026-03-09,2026_rev_4,9.844437032589665,2959.787849956,3123.773412637
2026-03-10,2026_rev_4,9.844437032589665,2959.787849956,3123.773412637
2026-03-11,2026_rev_4,9.844437032589665,2959.787849956,3123.773412637
2026-03-12,2026_rev_4,9.844437032589665,2959.787849956,3123.773412637
2026-03-13,2026_rev_4,9.844437032589665,2959.787849956,3123.773412637
2026-03-14,2026_rev_4,9.844437032589665,2959.787849956,3123.773412637
2026-03-15,2026_rev_4,9.844437032589665,2959.787849956,3123.773412637
2026-03-16,2026_rev_4,9.844437032589665,2959.787849956,3123.773412637
2026-03-17,2026_rev_4,9.844437032589665,2959.787849956,3123.773412637
2026-03-18,2026_rev_4,9.844437032589665,2959.787849956,3123.773412637
2026-03-19,2026_rev_4,9.844437032589665,2959.787849956,3123.773412637
2026-03-20,2026_rev_4,9.844437032589665,2959.787849956,3123.773412637
2026-03-21,2026_rev_4,9.844437032589665,2959.787849956,3123.773412637
2026-03-22,2026_rev_4,9.844437032589665,2959.787849956,3123.773412637
2026-03-23,2026_rev_4,9.844437032589665,2959.787849956,3123.773412637
2026-03-24,2026_rev_4,9.844437032589665,2959.787849956,3123.773412637
2026-03-25,2026_rev_4,9.844437032589665,2959.787849956,3123.773412637
2026-03-26,2026_rev_4,9.844437032589665,2959.787849956,3123.773412637
2026-03-27,2026_rev_4,9.844437032589665,2959.787849956,3123.773412637
2026-03-28,2026_rev_4,9.844437032589665,2959.787849956,3123.773412637
2026-03-29,2026_rev_4,9.844437032589665,2959.787849956,3123.773412637
2026-03-30,2026_rev_4,9.844437032589665,2959.787849956,3123.773412637
2026-03-31,2026_rev_4,9.844437032589665,2959.787849956,3123.773412637
