year_month,product_group,diversion_pp,others_pp,residual_pp
2025-01,Apparel & Textiles,0.07364700462561699,0.0055597348477702995,-0.004153508296232153
2025-01,Autos & Auto Parts,0.06368760086041032,0.0013523196529090845,-0.0062083017648199715
2025-01,Chemicals & Plastics,0.0214381743262756,0.008829483695473322,-0.010106565284342332
2025-01,Electronics & Machinery,0.14844467818554294,0.010099068587381951,0.04344214707578745
2025-01,Energy & Minerals,0.0065467419063878814,0.0020386930656379563,0.02638160702905636
2025-01,Food & Agriculture,-0.013558542238422852,0.010387710508820881,0.014393210779518394
2025-01,Other Manufactured,0.06545919684105181,0.0061655705685176865,0.015281235366266629
2025-01,Pharmaceuticals,-5.34551435641015e-5,8.435780256179507e-8,3.2372302011949575e-5
2025-01,Steel & Aluminum,0.007413909532422264,0.0022310569106954465,0.002942866309194476
2025-02,Apparel & Textiles,0.1205028144318061,0.0050021605197024446,0.08432287669257763
2025-02,Autos & Auto Parts,0.08108596369896479,0.0013591324149339935,0.023800827383645938
2025-02,Chemicals & Plastics,0.06322122809530828,0.009513850380546876,0.06725042082653529
2025-02,Electronics & Machinery,0.2844579181235834,0.010300388836327706,0.3864877037303778
2025-02,Energy & Minerals,-0.004390213543207826,0.001699924939932275,0.028747975222880192
2025-02,Food & Agriculture,0.0022129598462674663,0.009324475755671911,0.02234124532902333
2025-02,Other Manufactured,0.16168691345612074,0.007456154612442984,0.19383530907303972
2025-02,Pharmaceuticals,-9.600703563287263e-5,2.4954834471491035e-6,0.018999706312292
2025-02,Steel & Aluminum,0.01680857347389575,0.0020208688514803323,0.03311538270230266
2025-03,Apparel & Textiles,0.30606736433695136,0.005252418301851473,0.024344448914834657
2025-03,Autos & Auto Parts,0.13516791220567198,0.0020095104627098955,-0.04557940010302057
2025-03,Chemicals & Plastics,0.14423509588123581,0.010212303537626125,0.017725752692959222
2025-03,Electronics & Machinery,0.8302248343395006,0.010730163006138655,0.06034647648444189
2025-03,Energy & Minerals,0.010008328787882274,0.004072844943967543,0.0522995707605175
2025-03,Food & Agriculture,0.016323408755899965,0.01070805287397605,0.007541814785171785
2025-03,Other Manufactured,0.47028270722133175,0.007576440246205775,0.07546615027634755
2025-03,Pharmaceuticals,0.02966656048943399,3.078377083282757e-5,0.008866351880039237
2025-03,Steel & Aluminum,0.16093408472775292,0.0033702146110724212,0.23288292435725086
2025-04,Apparel & Textiles,0.6625472457059641,0.04259885285919388,0.9398824316699297
2025-04,Autos & Auto Parts,0.7398509920994492,0.019975378044933247,0.5794394114360653
2025-04,Chemicals & Plastics,0.24598030752270983,0.05813108412171273,0.8505086394501066
2025-04,Electronics & Machinery,1.2736634902690995,0.19151805238214176,2.8219198523727003
2025-04,Energy & Minerals,0.016690723120313083,0.003786955669398374,0.09614927139965113
2025-04,Food & Agriculture,-0.0077508311190909035,0.11244076749251826,0.3455337387394993
2025-04,Other Manufactured,1.359436677876714,0.16700571659108635,2.0639749059665595
2025-04,Pharmaceuticals,0.03237416486467811,3.486755265926656e-5,0.031389315195954004
2025-04,Steel & Aluminum,0.16987862302348078,0.01223684753098153,0.11978178470071159
2025-05,Apparel & Textiles,0.8308608648246449,0.04494039178166435,0.25893676882132144
2025-05,Autos & Auto Parts,0.5523935506651663,0.03315595199197163,0.1877987152083978
2025-05,Chemicals & Plastics,0.3577103281687552,0.042775380605768576,0.28830627113448554
2025-05,Electronics & Machinery,1.6985343695465822,0.1066226595380888,0.906016749100822
2025-05,Energy & Minerals,0.008508085624112448,0.004263091093723465,0.09470535878517121
2025-05,Food & Agriculture,0.014707859195875535,0.07797754632863234,0.11269472187667962
2025-05,Other Manufactured,1.5377802004392493,0.04484782802786181,0.7727802364219774
2025-05,Pharmaceuticals,0.03364953655203633,1.8773988848683778e-5,0.012613895227403814
2025-05,Steel & Aluminum,0.179708007078133,0.006327215279432818,0.09301568444354956
2025-06,Apparel & Textiles,0.2394208440069015,0.05229196354076491,-0.01066898690663153
2025-06,Autos & Auto Parts,0.6145890359289243,0.03019722826228236,0.2142739441166913
2025-06,Chemicals & Plastics,0.19810571322386744,0.03254140828207711,0.03793686782409428
2025-06,Electronics & Machinery,1.2228139108146372,0.05164575912202174,0.2179950311760629
2025-06,Energy & Minerals,0.015071083545139915,0.005220086362557579,0.08387785529445888
2025-06,Food & Agriculture,-0.043635802295757406,0.04789106004900401,0.0022065905168829306
2025-06,Other Manufactured,0.7239664174804337,0.047097091571792066,0.1667540704330049
2025-06,Pharmaceuticals,0.031944465404202475,2.152043055760898e-5,0.008785844979898249
2025-06,Steel & Aluminum,0.3207875294889597,0.005516985270789197,0.35135581213545747
2025-07,Apparel & Textiles,0.1415006853700591,0.052868082728531156,-0.015483323022762207
2025-07,Autos & Auto Parts,0.8206175351227939,0.02867074893266646,-0.0430335003387407
2025-07,Chemicals & Plastics,0.13454433661520754,0.043932504934957664,0.04137155422264922
2025-07,Electronics & Machinery,0.9849750344364889,0.06021896023309946,0.25342450105064324
2025-07,Energy & Minerals,0.014089350346898975,0.025543180205851116,0.06920040503640484
2025-07,Food & Agriculture,-0.028405653521432546,0.046674904601182204,-0.006273083278380567
2025-07,Other Manufactured,0.40494321425288593,0.058551058371652656,0.2404930372948524
2025-07,Pharmaceuticals,0.034350153510389905,4.276867268536992e-5,0.008321163340848878
2025-07,Steel & Aluminum,0.45860397904980305,0.0058977351184454395,0.29280446367985874
2025-08,Apparel & Textiles,0.03252104632384095,0.06175905464135989,0.19573122107489838
